state,city,median_income
CA,Torrance city,79549
CA,Tracy city,76310
CA,Trinidad city,52083
CA,Tulare city,46659
CA,Tulelake city,32279
CA,Turlock city,51401
CA,Tustin city,71897
CA,Twentynine Palms city,41582
CA,Ukiah city,39634
CA,Union City city,85521
CA,Upland city,60779
CA,Vacaville city,74001
CA,Vallejo city,57028
CA,Vernon city,61250
CA,Victorville city,45894
CA,Villa Park city,137083
CA,Visalia city,52157
CA,Vista city,50601
CA,Walnut city,100184
CA,Walnut Creek city,82120
CA,Wasco city,39580
CA,Waterford city,44936
CA,Watsonville city,46018
CA,Weed city,27900
CA,West Covina city,69189
CA,West Hollywood city,56317
CA,Westlake Village city,113884
CA,Westminster city,53455
CA,Westmorland city,22452
CA,West Sacramento city,52763
CA,Wheatland city,63521
CA,Whittier city,66457
CA,Wildomar city,62489
CA,Williams city,52484
CA,Willits city,30678
CA,Willows city,39274
CA,Winters city,66959
CA,Woodlake city,32266
CA,Woodland city,55893
CA,Yorba Linda city,117855
CA,Yountville city,60417
CA,Yreka city,28333
CA,Yuba City city,50649
CA,Yucaipa city,56452
CO,Alamosa city,27850
CO,Arvada city,69938
CO,Aspen city,67164
CO,Aurora city,53011
CO,Black Hawk city,38500
CO,Boulder city,58484
CO,Brighton city,61051
CO,Broomfield city,81898
CO,Brush city,44457
CO,Burlington city,42457
CO,Ca_on City city,38323
CO,Castle Pines city,130609
CO,Centennial city,91941
CO,Central City city,47132
CO,Cherry Hills Village city,237569
CO,Colorado Springs city,54527
CO,Commerce City city,66053
CO,Cortez city,42412
CO,Craig city,49590
CO,Cripple Creek city,34107
CO,Dacono city,48516
CO,Delta city,42314
CO,Denver city,53637
CO,Durango city,57024
CO,Edgewater city,44148
CO,Englewood city,47046
CO,Evans city,47791
CO,Federal Heights city,36800
CO,Florence city,36220
CO,Fort Collins city,55647
CO,Fort Lupton city,50191
CO,Fort Morgan city,45403
CO,Fountain city,57057
CO,Fruita city,55864
CO,Glendale city,37189
CO,Glenwood Springs city,49538
CO,Golden city,58998
CO,Grand Junction city,45358
CO,Greeley city,48813
CO,Greenwood Village city,117500
CO,Gunnison city,35871
CO,Holyoke city,43419
CO,Idaho Springs city,46480
CO,Lafayette city,70714
CO,La Junta city,31113
CO,Lakewood city,56954
CO,Lamar city,35487
CO,Las Animas city,29260
CO,Leadville city,39692
CO,Littleton city,65221
CO,Lone Tree city,110150
CO,Longmont city,62208
CO,Louisville city,91230
CO,Loveland city,56277
CO,Manitou Springs city,49139
CO,Monte Vista city,37188
CO,Montrose city,41717
CO,Northglenn city,55831
CO,Ouray city,66750
CO,Pueblo city,34550
CO,Rifle city,54175
CO,Rocky Ford city,27088
CO,Salida city,40801
CO,Sheridan city,36815
CO,Steamboat Springs city,56125
CO,Sterling city,35732
CO,Thornton city,66948
CO,Trinidad city,43819
CO,Victor city,38333
CO,Walsenburg city,24928
CO,Westminster city,67081
CO,Wheat Ridge city,47841
CO,Woodland Park city,64945
CO,Wray city,40850
CO,Yuma city,37123
CT,Ansonia city,43305
CT,Bridgeport city,41801
CT,Bristol city,61478
CT,Danbury city,66676
CT,Derby city,51596
CT,Groton city,54244
CT,Hartford city,30630
CT,Meriden city,54588
CT,Middletown city,63691
CT,New Britain city,40457
CT,New Haven city,37192
CT,New London city,36250
CT,Norwalk city,76987
CT,Norwich city,50078
CT,Shelton city,86870
CT,Stamford city,79359
CT,Torrington city,56264
CT,Waterbury city,40467
CT,West Haven city,50846
DC,Washington,70848
DE,Delaware City city,57813
DE,Dover city,45363
DE,Harrington city,37321
DE,Lewes city,56058
DE,Milford city,45368
DE,Newark city,54187
DE,New Castle city,56307
DE,Rehoboth Beach city,82569
DE,Seaford city,38145
DE,Wilmington city,40465
FL,Alachua city,54048
FL,Altamonte Springs city,48542
FL,Anna Maria city,47917
FL,Apalachicola city,40323
FL,Apopka city,58885
FL,Arcadia city,27260
FL,Archer city,30863
FL,Atlantic Beach city,70786
FL,Atlantis city,76000
FL,Auburndale city,41827
FL,Aventura city,60222
FL,Avon Park city,28496
FL,Bartow city,43209
FL,Belleair Beach city,91250
FL,Belleair Bluffs city,46000
FL,Belle Glade city,30303
FL,Belle Isle city,73957
FL,Belleview city,27904
FL,Blountstown city,28808
FL,Boca Raton city,70638
FL,Bonifay city,25060
FL,Bonita Springs city,53955
FL,Bowling Green city,31563
FL,Boynton Beach city,46178
FL,Bradenton city,40227
FL,Bradenton Beach city,34429
FL,Bristol city,35729
FL,Brooksville city,30392
FL,Bunnell city,31316
FL,Bushnell city,30067
FL,Callaway city,48750
FL,Cape Canaveral city,44802
FL,Cape Coral city,50536
FL,Carrabelle city,31837
FL,Casselberry city,40510
FL,Cedar Key city,41316
FL,Center Hill city,29821
FL,Chattahoochee city,33934
FL,Chiefland city,21404
FL,Chipley city,30907
FL,Clearwater city,44198
FL,Clermont city,51938
FL,Clewiston city,40172
FL,Cocoa city,30517
FL,Cocoa Beach city,53844
FL,Coconut Creek city,52800
FL,Coleman city,32026
FL,Cooper City city,90133
FL,Coral Gables city,93934
FL,Coral Springs city,66430
FL,Crescent City city,26202
FL,Crestview city,51407
FL,Crystal River city,36083
FL,Dade City city,31497
FL,Dania Beach city,41566
FL,Davenport city,36832
FL,Daytona Beach city,27901
FL,Daytona Beach Shores city,41345
FL,DeBary city,49417
FL,Deerfield Beach city,40626
FL,DeFuniak Springs city,28675
FL,DeLand city,39382
FL,Delray Beach city,50136
FL,Deltona city,42077
FL,Destin city,66148
FL,Doral city,72933
FL,Dunedin city,45618
FL,Dunnellon city,27250
FL,Eagle Lake city,45750
FL,Edgewater city,44155
FL,Edgewood city,72321
FL,Eustis city,35265
FL,Everglades city,54375
FL,Fanning Springs city,31106
FL,Fellsmere city,25132
FL,Fernandina Beach city,52448
FL,Flagler Beach city,46768
FL,Florida City city,25840
FL,Fort Lauderdale city,50778
FL,Fort Meade city,42973
FL,Fort Myers city,39039
FL,Fort Pierce city,25635
FL,Fort Walton Beach city,47149
FL,Freeport city,43523
FL,Frostproof city,40260
FL,Fruitland Park city,39625
FL,Gainesville city,31818
FL,Graceville city,29234
FL,Greenacres city,44206
FL,Green Cove Springs city,43114
FL,Gretna city,30978
FL,Groveland city,52917
FL,Gulf Breeze city,84423
FL,Gulfport city,40273
FL,Haines City city,34598
FL,Hallandale Beach city,34216
FL,Hampton city,27917
FL,Hawthorne city,28950
FL,Hialeah city,29249
FL,Hialeah Gardens city,41592
FL,High Springs city,52221
FL,Holly Hill city,27259
FL,Hollywood city,46791
FL,Holmes Beach city,54543
FL,Homestead city,40959
FL,Indian Harbour Beach city,53287
FL,Indian Rocks Beach city,61346
FL,Inverness city,27396
FL,Jacksonville city,46764
FL,Jacksonville Beach city,62229
FL,Jacob City city,27813
FL,Jasper city,32600
FL,Key Colony Beach city,62390
FL,Keystone Heights city,59702
FL,Key West city,57042
FL,Kissimmee city,37487
FL,LaBelle city,40268
FL,Lake Alfred city,36045
FL,Lake Buena Vista city,46250
FL,Lake Butler city,27763
FL,Lake City city,33866
FL,Lake Helen city,38942
FL,Lakeland city,39706
FL,Lake Mary city,85100
FL,Lake Wales city,36296
FL,Lake Worth city,36739
FL,Largo city,39468
FL,Lauderdale Lakes city,31497
FL,Lauderhill city,37429
FL,Laurel Hill city,36719
FL,Lawtey city,30769
FL,Layton city,66250
FL,Leesburg city,34305
FL,Lighthouse Point city,79658
FL,Live Oak city,24049
FL,Longwood city,56045
FL,Lynn Haven city,58174
FL,Macclenny city,43550
FL,Madeira Beach city,51307
FL,Madison city,18060
FL,Maitland city,67818
FL,Marathon city,47860
FL,Marco Island city,73304
FL,Margate city,42786
FL,Marianna city,23938
FL,Mary Esther city,54429
FL,Mascotte city,44722
FL,Melbourne city,40219
FL,Mexico Beach city,53553
FL,Miami city,31051
FL,Miami Beach city,44342
FL,Miami Gardens city,38253
FL,Miami Springs city,53688
FL,Midway city,49444
FL,Milton city,46040
FL,Minneola city,51239
FL,Miramar city,65282
FL,Monticello city,34152
FL,Moore Haven city,29918
FL,Mount Dora city,47813
FL,Mulberry city,33708
FL,Naples city,79515
FL,Neptune Beach city,71919
FL,Newberry city,59801
FL,New Port Richey city,29882
FL,New Smyrna Beach city,50950
FL,Niceville city,58954
FL,North Bay Village city,49058
FL,North Lauderdale city,41932
FL,North Miami city,36537
FL,North Miami Beach city,38387
FL,North Port city,52571
FL,Oak Hill city,42778
FL,Oakland Park city,45357
FL,Ocala city,35924
FL,Ocoee city,61319
FL,Okeechobee city,39662
FL,Oldsmar city,53409
FL,Opa-locka city,18134
FL,Orange City city,32788
FL,Orlando city,42318
FL,Ormond Beach city,46567
FL,Oviedo city,80378
FL,Pahokee city,27348
FL,Palatka city,20837
FL,Palm Bay city,43163
FL,Palm Beach Gardens city,68802
FL,Palm Coast city,48369
FL,Palmetto city,36990
FL,Panama City city,37190
FL,Panama City Beach city,54406
FL,Parker city,43731
FL,Parkland city,130107
FL,Pembroke Pines city,61279
FL,Pensacola city,45527
FL,Perry city,31706
FL,Pinellas Park city,41494
FL,Plantation city,66647
FL,Plant City city,45083
FL,Pompano Beach city,41321
FL,Port Orange city,43353
FL,Port Richey city,39028
FL,Port St. Joe city,41402
FL,Port St. Lucie city,49813
FL,Punta Gorda city,56463
FL,Quincy city,33331
FL,Riviera Beach city,40675
FL,Rockledge city,57346
FL,Safety Harbor city,60056
FL,St. Augustine city,42958
FL,St. Augustine Beach city,72344
FL,St. Cloud city,50467
FL,St. Marks city,49688
FL,St. Pete Beach city,61169
FL,St. Petersburg city,45748
FL,San Antonio city,73750
FL,Sanford city,38273
FL,Sanibel city,98818
FL,Sarasota city,43244
FL,Satellite Beach city,65000
FL,Sebastian city,45266
FL,Sebring city,25663
FL,Seminole city,46408
FL,Sopchoppy city,42143
FL,South Bay city,29009
FL,South Daytona city,32519
FL,South Miami city,58047
FL,South Pasadena city,33789
FL,Springfield city,34167
FL,Starke city,32500
FL,Stuart city,36514
FL,Sunny Isles Beach city,47183
FL,Sunrise city,49806
FL,Sweetwater city,31665
FL,Tallahassee city,39681
FL,Tamarac city,43235
FL,Tampa city,44185
FL,Tarpon Springs city,45104
FL,Tavares city,39532
FL,Temple Terrace city,51984
FL,Titusville city,40830
FL,Treasure Island city,61758
FL,Trenton city,34449
FL,Umatilla city,38461
FL,Valparaiso city,51082
FL,Venice city,49926
FL,Vernon city,35458
FL,Vero Beach city,39182
FL,Waldo city,29813
FL,Wauchula city,41480
FL,Webster city,26500
FL,West Melbourne city,55330
FL,West Miami city,39792
FL,Weston city,93814
FL,West Palm Beach city,45800
FL,West Park city,37908
FL,Wewahitchka city,28018
FL,Wildwood city,40039
FL,Williston city,33114
FL,Wilton Manors city,52996
FL,Winter Garden city,60352
FL,Winter Haven city,37300
FL,Winter Park city,59405
FL,Winter Springs city,61739
FL,Zephyrhills city,37884
GA,Abbeville city,21447
GA,Acworth city,53080
GA,Adairsville city,43578
GA,Adel city,35301
GA,Adrian city,24861
GA,Ailey city,58393
GA,Albany city,29676
GA,Allenhurst city,42083
GA,Allentown city,28958
GA,Alma city,29861
GA,Alpharetta city,92839
GA,Ambrose city,17778
GA,Americus city,24886
GA,Andersonville city,32625
GA,Aragon city,30341
GA,Arcade city,39167
GA,Arlington city,21429
GA,Arnoldsville city,41786
GA,Ashburn city,24218
GA,Atlanta city,47527
GA,Attapulgus city,30000
GA,Auburn city,46830
GA,Austell city,47378
GA,Avera city,26250
GA,Avondale Estates city,77344
GA,Baconton city,24531
GA,Bainbridge city,25429
GA,Baldwin city,33319
GA,Ball Ground city,65125
GA,Barnesville city,28625
GA,Barwick city,26776
GA,Baxley city,36674
GA,Bellville city,51250
GA,Berkeley Lake city,118571
GA,Berlin city,30192
GA,Blackshear city,30606
GA,Blairsville city,19107
GA,Blakely city,26726
GA,Bloomingdale city,46681
GA,Blue Ridge city,32895
GA,Blythe city,42604
GA,Boston city,24261
GA,Bostwick city,82188
GA,Bowdon city,22102
GA,Bowman city,26439
GA,Bremen city,56272
GA,Brookhaven city,69277
GA,Brooklet city,55185
GA,Broxton city,19135
GA,Brunswick city,26222
GA,Buchanan city,25625
GA,Buena Vista city,25120
GA,Buford city,47354
GA,Butler city,31136
GA,Byron city,53491
GA,Cairo city,25459
GA,Calhoun city,34814
GA,Camilla city,24549
GA,Canon city,27083
GA,Canton city,50763
GA,Carlton city,37679
GA,Carnesville city,30625
GA,Carrollton city,34055
GA,Cartersville city,47611
GA,Cave Spring city,36429
GA,Cecil city,34375
GA,Cedartown city,26897
GA,Centerville city,54943
GA,Chamblee city,47379
GA,Chatsworth city,39213
GA,Chattahoochee Hills city,60567
GA,Chauncey city,31719
GA,Chickamauga city,45481
GA,Clarkesville city,38558
GA,Clarkston city,34287
GA,Claxton city,31667
GA,Clayton city,28081
GA,Cleveland city,33494
GA,Climax city,43571
GA,Cobbtown city,30250
GA,Cochran city,30273
GA,Cohutta city,33000
GA,Colbert city,39500
GA,College Park city,27570
GA,Collins city,21033
GA,Colquitt city,22813
GA,Columbus city,42306
GA,Comer city,39750
GA,Commerce city,40767
GA,Concord city,63750
GA,Conyers city,37293
GA,Coolidge city,23516
GA,Cordele city,22417
GA,Cornelia city,29956
GA,Covington city,36678
GA,Crawford city,23571
GA,Crawfordville city,27279
GA,Culloden city,34519
GA,Cumming city,43491
GA,Cuthbert city,23800
GA,Dacula city,52767
GA,Dahlonega city,35477
GA,Daisy city,40625
GA,Dallas city,49417
GA,Dalton city,35074
GA,Damascus city,20179
GA,Danielsville city,47891
GA,Darien city,25776
GA,Davisboro city,29318
GA,Dawson city,22065
GA,Dawsonville city,49808
GA,Decatur city,81970
GA,Demorest city,48750
GA,Denton city,28750
GA,De Soto city,35278
GA,Dillard city,39375
GA,Doerun city,31250
GA,Donalsonville city,30799
GA,Doraville city,42482
GA,Douglas city,31465
GA,Douglasville city,47707
GA,Dublin city,26849
GA,Dudley city,51771
GA,Duluth city,55660
GA,Dunwoody city,79959
GA,East Dublin city,24732
GA,East Ellijay city,30833
GA,Eastman city,31042
GA,East Point city,37049
GA,Eatonton city,27321
GA,Edge Hill city,66042
GA,Edison city,17371
GA,Elberton city,25763
GA,Ellaville city,26204
GA,Ellijay city,28836
GA,Emerson city,46071
GA,Ephesus city,48333
GA,Eton city,50758
GA,Euharlee city,58036
GA,Fairburn city,41841
GA,Fairmount city,31607
GA,Fargo city,40000
GA,Fayetteville city,63931
GA,Fitzgerald city,25203
GA,Flemington city,76042
GA,Flovilla city,29250
GA,Flowery Branch city,61385
GA,Folkston city,31818
GA,Forest Park city,31228
GA,Forsyth city,22899
GA,Fort Gaines city,19524
GA,Fort Oglethorpe city,43843
GA,Fort Valley city,20962
GA,Franklin city,20398
GA,Franklin Springs city,39000
GA,Funston city,33472
GA,Gainesville city,40706
GA,Garden City city,32302
GA,Garfield city,22404
GA,Gibson city,31250
GA,Gillsville city,46875
GA,Glennville city,43408
GA,Glenwood city,16118
GA,Good Hope city,43125
GA,Gordon city,31917
GA,Graham city,31250
GA,Grantville city,48125
GA,Gray city,50188
GA,Grayson city,96667
GA,Greensboro city,22449
GA,Greenville city,25347
GA,Griffin city,30652
GA,Grovetown city,55060
GA,Gumbranch city,35000
GA,Guyton city,49038
GA,Hagan city,40714
GA,Hahira city,41907
GA,Hamilton city,40104
GA,Hampton city,43838
GA,Hapeville city,41670
GA,Harlem city,48726
GA,Hartwell city,35581
GA,Hawkinsville city,45023
GA,Hazlehurst city,26848
GA,Helen city,41250
GA,Hephzibah city,52188
GA,Hiawassee city,29663
GA,Hinesville city,42111
GA,Hiram city,49757
GA,Hoboken city,52750
GA,Hogansville city,27056
GA,Holly Springs city,67488
GA,Homeland city,33750
GA,Homerville city,18083
GA,Hoschton city,63676
GA,Hull city,36339
GA,Ideal city,15000
GA,Ila city,35833
GA,Irwinton city,38056
GA,Ivey city,36221
GA,Jackson city,34846
GA,Jacksonville city,28750
GA,Jakin city,35833
GA,Jasper city,46571
GA,Jefferson city,52794
GA,Jeffersonville city,20313
GA,Jenkinsburg city,44250
GA,Jersey city,45625
GA,Jesup city,32188
GA,Johns Creek city,105417
GA,Jonesboro city,31387
GA,Kennesaw city,61817
GA,Keysville city,22019
GA,Kingsland city,57449
GA,Kingston city,25278
GA,Kite city,34583
GA,LaFayette city,29688
GA,LaGrange city,32582
GA,Lake City city,32138
GA,Lakeland city,24900
GA,Lake Park city,43661
GA,Lavonia city,29450
GA,Lawrenceville city,41743
GA,Leary city,35625
GA,Leesburg city,56964
GA,Leslie city,31500
GA,Lexington city,31250
GA,Lilburn city,51140
GA,Lilly city,20655
GA,Lincolnton city,31475
GA,Lithonia city,26913
GA,Locust Grove city,44342
GA,Loganville city,57045
GA,Lookout Mountain city,102262
GA,Louisville city,25147
GA,Lovejoy city,37256
GA,Ludowici city,37250
GA,Lula city,51532
GA,Lumber City city,21080
GA,Lumpkin city,24659
GA,Luthersville city,33125
GA,Lyons city,22438
GA,McCaysville city,21742
GA,McDonough city,43320
GA,McRae-Helena city,28177
GA,Madison city,53699
GA,Manassas city,48750
GA,Manchester city,26518
GA,Mansfield city,37500
GA,Marietta city,44953
GA,Marshallville city,32708
GA,Meansville city,51250
GA,Meigs city,16544
GA,Menlo city,22000
GA,Metter city,21277
GA,Midville city,37500
GA,Midway city,58846
GA,Milan city,26645
GA,Milledgeville city,20859
GA,Millen city,23492
GA,Milner city,48075
GA,Milton city,111778
GA,Molena city,29643
GA,Monroe city,33097
GA,Montezuma city,26818
GA,Monticello city,33813
GA,Morgan city,33889
GA,Morganton city,37250
GA,Morrow city,48230
GA,Morven city,28073
GA,Moultrie city,25181
GA,Mountain Park city,56406
GA,Mount Vernon city,30417
GA,Mount Zion city,41976
GA,Nahunta city,29022
GA,Nashville city,26102
GA,Nelson city,49306
GA,Newnan city,50052
GA,Newton city,20962
GA,Nicholls city,26205
GA,Nicholson city,41389
GA,Norcross city,39519
GA,Norman Park city,40781
GA,Norwood city,26250
GA,Nunez city,48750
GA,Oakwood city,39444
GA,Ocilla city,23077
GA,Oconee city,41364
GA,Odum city,57250
GA,Offerman city,37083
GA,Oglethorpe city,15592
GA,Oliver city,36354
GA,Omega city,15652
GA,Oxford city,43750
GA,Palmetto city,41489
GA,Patterson city,27560
GA,Pavo city,32500
GA,Payne city,18864
GA,Peachtree City city,85420
GA,Peachtree Corners city,65319
GA,Pearson city,23527
GA,Pelham city,22121
GA,Pembroke city,36314
GA,Perry city,46051
GA,Pinehurst city,29250
GA,Pine Lake city,52083
GA,Pitts city,19861
GA,Plains city,26875
GA,Plainville city,36250
GA,Pooler city,66161
GA,Porterdale city,32813
GA,Port Wentworth city,61643
GA,Poulan city,27396
GA,Powder Springs city,55528
GA,Quitman city,22260
GA,Ray City city,25000
GA,Reidsville city,16729
GA,Remerton city,22894
GA,Rentz city,22159
GA,Reynolds city,27364
GA,Riceboro city,31458
GA,Richland city,19079
GA,Richmond Hill city,62607
GA,Ringgold city,37823
GA,Riverdale city,34158
GA,Roberta city,21458
GA,Rochelle city,33242
GA,Rockmart city,32008
GA,Rome city,34874
GA,Rossville city,32182
GA,Roswell city,82150
GA,Royston city,23775
GA,Rutledge city,38125
GA,St. Marys city,50703
GA,Sale City city,36250
GA,Sandersville city,29034
GA,Sandy Springs city,63917
GA,Santa Claus city,35682
GA,Sardis city,29886
GA,Savannah city,36466
GA,Scotland city,32500
GA,Screven city,44063
GA,Senoia city,81034
GA,Sharon city,21528
GA,Shellman city,21793
GA,Shiloh city,52813
GA,Sky Valley city,71250
GA,Smithville city,40000
GA,Smyrna city,62363
GA,Snellville city,60347
GA,Social Circle city,44004
GA,Soperton city,27336
GA,Sparta city,24321
GA,Springfield city,45417
GA,Stapleton city,27188
GA,Statesboro city,22763
GA,Statham city,43954
GA,Stillmore city,31389
GA,Stockbridge city,54283
GA,Stone Mountain city,36729
GA,Sugar Hill city,72202
GA,Summertown city,40313
GA,Summerville city,21662
GA,Sunny Side city,38750
GA,Suwanee city,82440
GA,Swainsboro city,28094
GA,Sycamore city,37222
GA,Sylvania city,30461
GA,Sylvester city,28414
GA,Talbotton city,19167
GA,Tallapoosa city,38097
GA,Temple city,46275
GA,Tennille city,28750
GA,Thomaston city,27097
GA,Thomasville city,31679
GA,Thomson city,21425
GA,Tifton city,32119
GA,Toccoa city,33527
GA,Toomsboro city,30563
GA,Trenton city,34052
GA,Tunnel Hill city,47037
GA,Twin City city,22829
GA,Tybee Island city,65545
GA,Ty Ty city,27440
GA,Unadilla city,30156
GA,Union City city,34966
GA,Union Point city,20944
